COMMONNAME,RUN,RECOVERYDOMAIN,ESU_DPS,MAJORPOPGROUP,POPID,NMFS_POPID,LOCATIONNAME,POPULATIONNAME,ESAPOPNAME,CBFWAPOPNAME,COMMONPOPNAME,POPFIT,POPFITNOTES,SMOLTEQLOCATION,SMOLTEQLOCPTCODE,OUTMIGRATIONYEAR,CONTACTAGENCY,METHODNUMBER,BESTVALUE,TOTALNATURAL,TOTALNATURALLOWERLIMIT,TOTALNATURALUPPERLIMIT,TOTALNATURALALPHA,AGE0PROP,AGE0PROPLOWERLIMIT,AGE0PROPUPPERLIMIT,AGE1PROP,AGE1PROPLOWERLIMIT,AGE1PROPUPPERLIMIT,AGE2PROP,AGE2PROPLOWERLIMIT,AGE2PROPUPPERLIMIT,AGE3PROP,AGE3PROPLOWERLIMIT,AGE3PROPUPPERLIMIT,AGE4PLUSPROP,AGE4PLUSPROPLOWERLIMIT,AGE4PLUSPROPUPPERLIMIT,AGEPROPALPHA,PROTMETHNAME,PROTMETHURL,PROTMETHDOCUMENTATION,METHODADJUSTMENTS,OTHERDATASOURCES,COMMENTS,NULLRECORD,DATASTATUS,LASTUPDATED,INDICATORLOCATION,CONTACTPERSONFIRST,CONTACTPERSONLAST,CONTACTPHONE,CONTACTEMAIL,METACOMMENTS,SUBMITAGENCY,REFID,UPDDATE,DATAENTRY,DATAENTRYNOTES,COMPILERRECORDID,PUBLISH,SNLOADDATE,VALIDATIONDATE,LASTMODIFIEDDATE,DOWNLOADDATE,DISPLAYNOTE,HLI_LASTUPDATED,ID
Chinook salmon,Spring,Interior Columbia,"Salmon, Chinook (Upper Columbia River spring-run ESU)",North Cascades,47,102,Wenatchee River,Wenatchee River - spring Chinook salmon,"Salmon, Chinook (Upper Columbia River spring-run ESU) Wenatchee River - spring",,,Same,,Wenatchee River,WENA4T,2003,Washington Department of Fish And Wildlife,1,,243516,0,808192,0.05,,,,,,,,,,,,,,,,,,,"Murdoch, A.R., Miller, T.L., Truscott, B.L., Snow, C., Frady, C., Ryding, K., Arterburn, J.E., Hathaway, D. 2012. Upper Columbia Spring Chinook Salmon and Steelhead Juvenile and Adult Abundance, Productivity, and Spatial Structure Monitoring.  BPA Project No. 2010-034-00.  Bonneville Power Administration, Portland, Oregon.",,"Hillman, T., M. Miller, M. Johnson, C. Moran, J. Williams, M. Tonseth, C. Willard, S. Hopkins, B. Ishida, C. Kamphaus, T. Pearsons, and P. Graf. 2017.","No Scale data taken, historical scale analysis indicated almost entirely yearling Spring Chinook sampled at this site. ",No,Final,Jan  4 2019 12:00AM,,Josh,Williams,(509) 664-3148,Josh.Williams@dfw.wa.gov,,WDFW,,,Lippert,,3C339A,Yes,Mar 10 2016  9:57AM,Jan  4 2019  3:20PM,Jan  4 2019  3:19PM,Feb  8 2019 10:00PM,HLI only,Jan  4 2019  3:19PM,D0C51226-96CD-5E3F-F7E8-D6CE153C339A
Chinook salmon,Spring,Interior Columbia,"Salmon, Chinook (Upper Columbia River spring-run ESU)",North Cascades,47,102,Wenatchee River,Wenatchee River - spring Chinook salmon,"Salmon, Chinook (Upper Columbia River spring-run ESU) Wenatchee River - spring",,,Same,,Wenatchee River,WENA4T,2002,Washington Department of Fish And Wildlife,1,,76643,0,414413.9,0.05,,,,,,,,,,,,,,,,,,,"Murdoch, A.R., Miller, T.L., Truscott, B.L., Snow, C., Frady, C., Ryding, K., Arterburn, J.E., Hathaway, D. 2012. Upper Columbia Spring Chinook Salmon and Steelhead Juvenile and Adult Abundance, Productivity, and Spatial Structure Monitoring.  BPA Project No. 2010-034-00.  Bonneville Power Administration, Portland, Oregon.",,"Hillman, T., M. Miller, M. Johnson, C. Moran, J. Williams, M. Tonseth, C. Willard, S. Hopkins, B. Ishida, C. Kamphaus, T. Pearsons, and P. Graf. 2017.","No Scale data taken, historical scale analysis indicated almost entirely yearling Spring Chinook sampled at this site. ",No,Final,Jan  4 2019 12:00AM,,Josh,Williams,(509) 664-3148,Josh.Williams@dfw.wa.gov,,WDFW,,,Lippert,,3F4939,Yes,Mar 10 2016  9:57AM,Jan  4 2019  3:20PM,Jan  4 2019  3:19PM,Feb  8 2019 10:00PM,HLI only,Jan  4 2019  3:19PM,D0C4FC37-0B0F-0628-552F-FB4B5C3F4939
Chinook salmon,Spring,Interior Columbia,"Salmon, Chinook (Upper Columbia River spring-run ESU)",North Cascades,47,102,Wenatchee River,Wenatchee River - spring Chinook salmon,"Salmon, Chinook (Upper Columbia River spring-run ESU) Wenatchee River - spring",,,Same,,Wenatchee River,WENA4T,2001,Washington Department of Fish And Wildlife,1,,13583,0,69092.59,0.05,,,,,,,,,,,,,,,,,,,"Murdoch, A.R., Miller, T.L., Truscott, B.L., Snow, C., Frady, C., Ryding, K., Arterburn, J.E., Hathaway, D. 2012. Upper Columbia Spring Chinook Salmon and Steelhead Juvenile and Adult Abundance, Productivity, and Spatial Structure Monitoring.  BPA Project No. 2010-034-00.  Bonneville Power Administration, Portland, Oregon.",,"Hillman, T., M. Miller, M. Johnson, C. Moran, J. Williams, M. Tonseth, C. Willard, S. Hopkins, B. Ishida, C. Kamphaus, T. Pearsons, and P. Graf. 2017.","No Scale data taken, historical scale analysis indicated almost entirely yearling Spring Chinook sampled at this site. ",No,Final,Jan  4 2019 12:00AM,,Josh,Williams,(509) 664-3148,Josh.Williams@dfw.wa.gov,,WDFW,,,Lippert,,D3E48C,Yes,Mar 10 2016  9:57AM,Jan  4 2019  3:20PM,Jan  4 2019  3:19PM,Feb  8 2019 10:00PM,HLI only,Jan  4 2019  3:19PM,D0C4E6D1-FC26-FA23-B7AF-6754B1D3E48C
Chinook salmon,Spring,Interior Columbia,"Salmon, Chinook (Upper Columbia River spring-run ESU)",North Cascades,47,102,Wenatchee River,Wenatchee River - spring Chinook salmon,"Salmon, Chinook (Upper Columbia River spring-run ESU) Wenatchee River - spring",,,Same,,Wenatchee River,WENA4T,2000,Washington Department of Fish And Wildlife,1,,32837,0,138243.2,0.05,,,,,,,,,,,,,,,,,,,"Murdoch, A.R., Miller, T.L., Truscott, B.L., Snow, C., Frady, C., Ryding, K., Arterburn, J.E., Hathaway, D. 2012. Upper Columbia Spring Chinook Salmon and Steelhead Juvenile and Adult Abundance, Productivity, and Spatial Structure Monitoring.  BPA Project No. 2010-034-00.  Bonneville Power Administration, Portland, Oregon.",,"Hillman, T., M. Miller, M. Johnson, C. Moran, J. Williams, M. Tonseth, C. Willard, S. Hopkins, B. Ishida, C. Kamphaus, T. Pearsons, and P. Graf. 2017.","No Scale data taken, historical scale analysis indicated almost entirely yearling Spring Chinook sampled at this site. ",No,Final,Jan  4 2019 12:00AM,,Josh,Williams,(509) 664-3148,Josh.Williams@dfw.wa.gov,,WDFW,,,Lippert,,62AB54,Yes,Mar 10 2016  9:57AM,Jan  4 2019  3:20PM,Jan  4 2019  3:19PM,Feb  8 2019 10:00PM,HLI only,Jan  4 2019  3:19PM,D0C4CFA0-E71B-6465-DCC3-7A1D4862AB54
Sockeye salmon,Summer,Interior Columbia,"Salmon, sockeye (Snake River ESU)",Stanley Basin,54,220,Redfish Lake,Redfish Lake - summer Sockeye salmon,"Salmon, sockeye (Snake River ESU) Redfish Lake - summer",,,Portion,Estimate includes most of population,"Redfish Lake Creek, RKM = 3",RLCTRP,2015,Idaho Department of Fish and Game,1,Yes,9734,,,,,,,,,,,,,,,,,,,,Captive reared and anadromous adult Snake River sockeye salmon monitoring and evaluation (2007-402-00),https://www.monitoringresources.org/Document/Protocol/Details/1913,https://www.monitoringresources.org/Document/Protocol/DownloadDescription/1913,none,,,No,Final,Feb  5 2019 12:00AM,Biologist workbook on shared network,Eric,Johnson,208-939-6713,eric.johnson@idfg.idaho.gov,,IDFG,,,IDFG Streamnet,,170faf29-1656-4be7-ac18-2d63eb502796,Yes,Dec 27 2016  3:30PM,Feb  7 2019 10:28AM,Feb  7 2019 10:28AM,Feb  8 2019 10:00PM,HLI only,Feb  7 2019 10:28AM,170faf29-1656-4be7-ac18-2d63eb502796
Sockeye salmon,Summer,Interior Columbia,"Salmon, sockeye (Snake River ESU)",Stanley Basin,54,220,Redfish Lake,Redfish Lake - summer Sockeye salmon,"Salmon, sockeye (Snake River ESU) Redfish Lake - summer",,,Portion,Estimate includes most of population,"Redfish Lake Creek, RKM = 3",RLCTRP,2014,Idaho Department of Fish and Game,1,Yes,3583,,,,,,,,,,,,,,,,,,,,Captive reared and anadromous adult Snake River sockeye salmon monitoring and evaluation (2007-402-00),https://www.monitoringresources.org/Document/Protocol/Details/1913,https://www.monitoringresources.org/Document/Protocol/DownloadDescription/1913,none,,,No,Final,Feb  5 2019 12:00AM,Biologist workbook on shared network,Eric,Johnson,208-939-6713,eric.johnson@idfg.idaho.gov,,IDFG,,,IDFG Streamnet,,8dc7e109-f8ec-48c6-9ea2-c0bacab9d020,Yes,Dec 27 2016  3:30PM,Feb  7 2019 10:28AM,Feb  7 2019 10:28AM,Feb  8 2019 10:00PM,HLI only,Feb  7 2019 10:28AM,8dc7e109-f8ec-48c6-9ea2-c0bacab9d020
Sockeye salmon,Summer,Interior Columbia,"Salmon, sockeye (Snake River ESU)",Stanley Basin,54,220,Redfish Lake,Redfish Lake - summer Sockeye salmon,"Salmon, sockeye (Snake River ESU) Redfish Lake - summer",,,Portion,Estimate includes most of population,"Redfish Lake Creek, RKM = 3",RLCTRP,2013,Idaho Department of Fish and Game,1,Yes,18673,,,,,,,,,,,,,,,,,,,,Captive reared and anadromous adult Snake River sockeye salmon monitoring and evaluation (2007-402-00),https://www.monitoringresources.org/Document/Protocol/Details/1913,https://www.monitoringresources.org/Document/Protocol/DownloadDescription/1913,none,,,No,Final,Feb  5 2019 12:00AM,Biologist workbook on shared network,Eric,Johnson,208-939-6713,eric.johnson@idfg.idaho.gov,,IDFG,,,IDFG Streamnet,,3d3d964b-c238-42b4-bcdb-50d3df7f890a,Yes,Dec 27 2016  3:30PM,Feb  7 2019 10:28AM,Feb  7 2019 10:28AM,Feb  8 2019 10:00PM,HLI only,Feb  7 2019 10:28AM,3d3d964b-c238-42b4-bcdb-50d3df7f890a
Sockeye salmon,Summer,Interior Columbia,"Salmon, sockeye (Snake River ESU)",Stanley Basin,54,220,Redfish Lake,Redfish Lake - summer Sockeye salmon,"Salmon, sockeye (Snake River ESU) Redfish Lake - summer",,,Portion,Estimate includes most of population,"Redfish Lake Creek, RKM = 3",RLCTRP,2012,Idaho Department of Fish and Game,1,Yes,31297,,,,,,,,,,,,,,,,,,,,Captive reared and anadromous adult Snake River sockeye salmon monitoring and evaluation (2007-402-00),https://www.monitoringresources.org/Document/Protocol/Details/1913,https://www.monitoringresources.org/Document/Protocol/DownloadDescription/1913,none,,,No,Final,Feb  5 2019 12:00AM,Biologist workbook on shared network,Eric,Johnson,208-939-6713,eric.johnson@idfg.idaho.gov,,IDFG,,,IDFG Streamnet,,a6be9baa-3f02-4942-8449-332fdc3223f7,Yes,Dec 27 2016  3:30PM,Feb  7 2019 10:28AM,Feb  7 2019 10:28AM,Feb  8 2019 10:00PM,HLI only,Feb  7 2019 10:28AM,a6be9baa-3f02-4942-8449-332fdc3223f7
Sockeye salmon,Summer,Interior Columbia,"Salmon, sockeye (Snake River ESU)",Stanley Basin,54,220,Redfish Lake,Redfish Lake - summer Sockeye salmon,"Salmon, sockeye (Snake River ESU) Redfish Lake - summer",,,Portion,Estimate includes most of population,"Redfish Lake Creek, RKM = 3",RLCTRP,2011,Idaho Department of Fish and Game,1,Yes,6879,,,,,,,,,,,,,,,,,,,,Captive reared and anadromous adult Snake River sockeye salmon monitoring and evaluation (2007-402-00),https://www.monitoringresources.org/Document/Protocol/Details/1913,https://www.monitoringresources.org/Document/Protocol/DownloadDescription/1913,none,,,No,Final,Feb  5 2019 12:00AM,Biologist workbook on shared network,Eric,Johnson,208-939-6713,eric.johnson@idfg.idaho.gov,,IDFG,,,IDFG Streamnet,,54252f83-9223-41a3-81e1-8bde9ab9f1e3,Yes,Dec 27 2016  3:30PM,Feb  7 2019 10:28AM,Feb  7 2019 10:28AM,Feb  8 2019 10:00PM,HLI only,Feb  7 2019 10:28AM,54252f83-9223-41a3-81e1-8bde9ab9f1e3
Sockeye salmon,Summer,Interior Columbia,"Salmon, sockeye (Snake River ESU)",Stanley Basin,54,220,Redfish Lake,Redfish Lake - summer Sockeye salmon,"Salmon, sockeye (Snake River ESU) Redfish Lake - summer",,,Portion,Estimate includes most of population,"Redfish Lake Creek, RKM = 3",RLCTRP,2010,Idaho Department of Fish and Game,1,Yes,14012,,,,,,,,,,,,,,,,,,,,Captive reared and anadromous adult Snake River sockeye salmon monitoring and evaluation (2007-402-00),https://www.monitoringresources.org/Document/Protocol/Details/1913,https://www.monitoringresources.org/Document/Protocol/DownloadDescription/1913,none,,,No,Final,Feb  5 2019 12:00AM,Biologist workbook on shared network,Eric,Johnson,208-939-6713,eric.johnson@idfg.idaho.gov,,IDFG,,,IDFG Streamnet,,dace1589-aae0-4655-8f3e-420b431d3e3a,Yes,Dec 27 2016  3:30PM,Feb  7 2019 10:28AM,Feb  7 2019 10:28AM,Feb  8 2019 10:00PM,HLI only,Feb  7 2019 10:28AM,dace1589-aae0-4655-8f3e-420b431d3e3a
Sockeye salmon,Summer,Interior Columbia,"Salmon, sockeye (Snake River ESU)",Stanley Basin,54,220,Redfish Lake,Redfish Lake - summer Sockeye salmon,"Salmon, sockeye (Snake River ESU) Redfish Lake - summer",,,Portion,Estimate includes most of population,"Redfish Lake Creek, RKM = 3",RLCTRP,2009,Idaho Department of Fish and Game,1,Yes,4552,,,,,,,,,,,,,,,,,,,,Captive reared and anadromous adult Snake River sockeye salmon monitoring and evaluation (2007-402-00),https://www.monitoringresources.org/Document/Protocol/Details/1913,https://www.monitoringresources.org/Document/Protocol/DownloadDescription/1913,none,,,No,Final,Feb  5 2019 12:00AM,Biologist workbook on shared network,Eric,Johnson,208-939-6713,eric.johnson@idfg.idaho.gov,,IDFG,,,IDFG Streamnet,,4578b261-9e8d-45d8-8ba6-41e2704896ed,Yes,Dec 27 2016  3:30PM,Feb  7 2019 10:28AM,Feb  7 2019 10:28AM,Feb  8 2019 10:00PM,HLI only,Feb  7 2019 10:28AM,4578b261-9e8d-45d8-8ba6-41e2704896ed
Sockeye salmon,Summer,Interior Columbia,"Salmon, sockeye (Snake River ESU)",Stanley Basin,54,220,Redfish Lake,Redfish Lake - summer Sockeye salmon,"Salmon, sockeye (Snake River ESU) Redfish Lake - summer",,,Portion,Estimate includes most of population,"Redfish Lake Creek, RKM = 3",RLCTRP,2008,Idaho Department of Fish and Game,1,Yes,6237,,,,,,,,,,,,,,,,,,,,Captive reared and anadromous adult Snake River sockeye salmon monitoring and evaluation (2007-402-00),https://www.monitoringresources.org/Document/Protocol/Details/1913,https://www.monitoringresources.org/Document/Protocol/DownloadDescription/1913,none,,,No,Final,Feb  5 2019 12:00AM,Biologist workbook on shared network,Eric,Johnson,208-939-6713,eric.johnson@idfg.idaho.gov,,IDFG,,,IDFG Streamnet,,034f0c75-e470-454e-b892-9a51d5bc9ac8,Yes,Dec 27 2016  3:30PM,Feb  7 2019 10:28AM,Feb  7 2019 10:28AM,Feb  8 2019 10:00PM,HLI only,Feb  7 2019 10:28AM,034f0c75-e470-454e-b892-9a51d5bc9ac8
Sockeye salmon,Summer,Interior Columbia,"Salmon, sockeye (Snake River ESU)",Stanley Basin,54,220,Redfish Lake,Redfish Lake - summer Sockeye salmon,"Salmon, sockeye (Snake River ESU) Redfish Lake - summer",,,Portion,Estimate includes most of population,"Redfish Lake Creek, RKM = 3",RLCTRP,2007,Idaho Department of Fish and Game,1,Yes,5280,,,,,,,,,,,,,,,,,,,,Captive reared and anadromous adult Snake River sockeye salmon monitoring and evaluation (2007-402-00),https://www.monitoringresources.org/Document/Protocol/Details/1913,https://www.monitoringresources.org/Document/Protocol/DownloadDescription/1913,none,,,No,Final,Feb  5 2019 12:00AM,Biologist workbook on shared network,Eric,Johnson,208-939-6713,eric.johnson@idfg.idaho.gov,,IDFG,,,IDFG Streamnet,,7dd39f7b-3214-4665-8365-1bd2798691e0,Yes,Dec 27 2016  3:30PM,Feb  7 2019 10:28AM,Feb  7 2019 10:28AM,Feb  8 2019 10:00PM,HLI only,Feb  7 2019 10:28AM,7dd39f7b-3214-4665-8365-1bd2798691e0
Sockeye salmon,Summer,Interior Columbia,"Salmon, sockeye (Snake River ESU)",Stanley Basin,54,220,Redfish Lake,Redfish Lake - summer Sockeye salmon,"Salmon, sockeye (Snake River ESU) Redfish Lake - summer",,,Portion,Estimate includes most of population,"Redfish Lake Creek, RKM = 3",RLCTRP,2006,Idaho Department of Fish and Game,1,Yes,6065,,,,,,,,,,,,,,,,,,,,Captive reared and anadromous adult Snake River sockeye salmon monitoring and evaluation (2007-402-00),https://www.monitoringresources.org/Document/Protocol/Details/1913,https://www.monitoringresources.org/Document/Protocol/DownloadDescription/1913,none,,,No,Final,Feb  5 2019 12:00AM,Biologist workbook on shared network,Eric,Johnson,208-939-6713,eric.johnson@idfg.idaho.gov,,IDFG,,,IDFG Streamnet,,510c9993-a3c8-49ec-91b3-cc941d4bcc8f,Yes,Dec 27 2016  3:30PM,Feb  7 2019 10:28AM,Feb  7 2019 10:28AM,Feb  8 2019 10:00PM,HLI only,Feb  7 2019 10:28AM,510c9993-a3c8-49ec-91b3-cc941d4bcc8f
Sockeye salmon,Summer,Interior Columbia,"Salmon, sockeye (Snake River ESU)",Stanley Basin,54,220,Redfish Lake,Redfish Lake - summer Sockeye salmon,"Salmon, sockeye (Snake River ESU) Redfish Lake - summer",,,Portion,Estimate includes most of population,"Redfish Lake Creek, RKM = 3",RLCTRP,2005,Idaho Department of Fish and Game,1,Yes,7870,,,,,,,,,,,,,,,,,,,,Captive reared and anadromous adult Snake River sockeye salmon monitoring and evaluation (2007-402-00),https://www.monitoringresources.org/Document/Protocol/Details/1913,https://www.monitoringresources.org/Document/Protocol/DownloadDescription/1913,none,,,No,Final,Feb  5 2019 12:00AM,Biologist workbook on shared network,Eric,Johnson,208-939-6713,eric.johnson@idfg.idaho.gov,,IDFG,,,IDFG Streamnet,,cd6e5802-0cd5-462e-bfed-f787b78f679d,Yes,Dec 27 2016  3:30PM,Feb  7 2019 10:28AM,Feb  7 2019 10:28AM,Feb  8 2019 10:00PM,HLI only,Feb  7 2019 10:28AM,cd6e5802-0cd5-462e-bfed-f787b78f679d
Sockeye salmon,Summer,Interior Columbia,"Salmon, sockeye (Snake River ESU)",Stanley Basin,54,220,Redfish Lake,Redfish Lake - summer Sockeye salmon,"Salmon, sockeye (Snake River ESU) Redfish Lake - summer",,,Portion,Estimate includes most of population,"Redfish Lake Creek, RKM = 3",RLCTRP,2004,Idaho Department of Fish and Game,1,Yes,4476,,,,,,,,,,,,,,,,,,,,Captive reared and anadromous adult Snake River sockeye salmon monitoring and evaluation (2007-402-00),https://www.monitoringresources.org/Document/Protocol/Details/1913,https://www.monitoringresources.org/Document/Protocol/DownloadDescription/1913,none,,,No,Final,Feb  5 2019 12:00AM,Biologist workbook on shared network,Eric,Johnson,208-939-6713,eric.johnson@idfg.idaho.gov,,IDFG,,,IDFG Streamnet,,0ee0175c-aa1a-4ec1-a739-fea1c76bee1c,Yes,Dec 27 2016  3:30PM,Feb  7 2019 10:28AM,Feb  7 2019 10:28AM,Feb  8 2019 10:00PM,HLI only,Feb  7 2019 10:28AM,0ee0175c-aa1a-4ec1-a739-fea1c76bee1c
Sockeye salmon,Summer,Interior Columbia,"Salmon, sockeye (Snake River ESU)",Stanley Basin,54,220,Redfish Lake,Redfish Lake - summer Sockeye salmon,"Salmon, sockeye (Snake River ESU) Redfish Lake - summer",,,Portion,Estimate includes most of population,"Redfish Lake Creek, RKM = 3",RLCTRP,2003,Idaho Department of Fish and Game,1,Yes,4637,,,,,,,,,,,,,,,,,,,,Captive reared and anadromous adult Snake River sockeye salmon monitoring and evaluation (2007-402-00),https://www.monitoringresources.org/Document/Protocol/Details/1913,https://www.monitoringresources.org/Document/Protocol/DownloadDescription/1913,none,,,No,Final,Feb  5 2019 12:00AM,Biologist workbook on shared network,Eric,Johnson,208-939-6713,eric.johnson@idfg.idaho.gov,,IDFG,,,IDFG Streamnet,,b3c29722-970d-4029-96f9-9b83e7320167,Yes,Dec 27 2016  3:30PM,Feb  7 2019 10:28AM,Feb  7 2019 10:28AM,Feb  8 2019 10:00PM,HLI only,Feb  7 2019 10:28AM,b3c29722-970d-4029-96f9-9b83e7320167
Sockeye salmon,Summer,Interior Columbia,"Salmon, sockeye (Snake River ESU)",Stanley Basin,54,220,Redfish Lake,Redfish Lake - summer Sockeye salmon,"Salmon, sockeye (Snake River ESU) Redfish Lake - summer",,,Portion,Estimate includes most of population,"Redfish Lake Creek, RKM = 3",RLCTRP,2002,Idaho Department of Fish and Game,1,Yes,4951,,,,,,,,,,,,,,,,,,,,Captive reared and anadromous adult Snake River sockeye salmon monitoring and evaluation (2007-402-00),https://www.monitoringresources.org/Document/Protocol/Details/1913,https://www.monitoringresources.org/Document/Protocol/DownloadDescription/1913,none,,,No,Final,Feb  5 2019 12:00AM,Biologist workbook on shared network,Eric,Johnson,208-939-6713,eric.johnson@idfg.idaho.gov,,IDFG,,,IDFG Streamnet,,fcc557fd-318b-475a-81a3-b624f32df6ab,Yes,Dec 27 2016  3:30PM,Feb  7 2019 10:28AM,Feb  7 2019 10:28AM,Feb  8 2019 10:00PM,HLI only,Feb  7 2019 10:28AM,fcc557fd-318b-475a-81a3-b624f32df6ab
Sockeye salmon,Summer,Interior Columbia,"Salmon, sockeye (Snake River ESU)",Stanley Basin,54,220,Redfish Lake,Redfish Lake - summer Sockeye salmon,"Salmon, sockeye (Snake River ESU) Redfish Lake - summer",,,Portion,Estimate includes most of population,"Redfish Lake Creek, RKM = 3",RLCTRP,2001,Idaho Department of Fish and Game,1,Yes,110,,,,,,,,,,,,,,,,,,,,Captive reared and anadromous adult Snake River sockeye salmon monitoring and evaluation (2007-402-00),https://www.monitoringresources.org/Document/Protocol/Details/1913,https://www.monitoringresources.org/Document/Protocol/DownloadDescription/1913,none,,,No,Final,Feb  5 2019 12:00AM,Biologist workbook on shared network,Eric,Johnson,208-939-6713,eric.johnson@idfg.idaho.gov,,IDFG,,,IDFG Streamnet,,5dbf80ff-6e92-46ae-ac9a-943d73c121bc,Yes,Dec 27 2016  3:30PM,Feb  7 2019 10:28AM,Feb  7 2019 10:28AM,Feb  8 2019 10:00PM,HLI only,Feb  7 2019 10:28AM,5dbf80ff-6e92-46ae-ac9a-943d73c121bc
Sockeye salmon,Summer,Interior Columbia,"Salmon, sockeye (Snake River ESU)",Stanley Basin,54,220,Redfish Lake,Redfish Lake - summer Sockeye salmon,"Salmon, sockeye (Snake River ESU) Redfish Lake - summer",,,Portion,Estimate includes most of population,"Redfish Lake Creek, RKM = 3",RLCTRP,2000,Idaho Department of Fish and Game,1,Yes,302,,,,,,,,,,,,,,,,,,,,Captive reared and anadromous adult Snake River sockeye salmon monitoring and evaluation (2007-402-00),https://www.monitoringresources.org/Document/Protocol/Details/1913,https://www.monitoringresources.org/Document/Protocol/DownloadDescription/1913,none,,,No,Final,Feb  5 2019 12:00AM,Biologist workbook on shared network,Eric,Johnson,208-939-6713,eric.johnson@idfg.idaho.gov,,IDFG,,,IDFG Streamnet,,c2932816-9767-4104-96f8-e3b179c77dbd,Yes,Dec 27 2016  3:30PM,Feb  7 2019 10:28AM,Feb  7 2019 10:28AM,Feb  8 2019 10:00PM,HLI only,Feb  7 2019 10:28AM,c2932816-9767-4104-96f8-e3b179c77dbd
Sockeye salmon,Summer,Interior Columbia,"Salmon, sockeye (Snake River ESU)",Stanley Basin,54,220,Redfish Lake,Redfish Lake - summer Sockeye salmon,"Salmon, sockeye (Snake River ESU) Redfish Lake - summer",,,Portion,Estimate includes most of population,"Redfish Lake Creek, RKM = 3",RLCTRP,1999,Idaho Department of Fish and Game,1,Yes,1936,,,,,,,,,,,,,,,,,,,,Captive reared and anadromous adult Snake River sockeye salmon monitoring and evaluation (2007-402-00),https://www.monitoringresources.org/Document/Protocol/Details/1913,https://www.monitoringresources.org/Document/Protocol/DownloadDescription/1913,none,,,No,Final,Feb  5 2019 12:00AM,Biologist workbook on shared network,Eric,Johnson,208-939-6713,eric.johnson@idfg.idaho.gov,,IDFG,,,IDFG Streamnet,,57376a27-2271-4ede-a592-b12f15810a1c,Yes,Dec 27 2016  3:30PM,Feb  7 2019 10:28AM,Feb  7 2019 10:28AM,Feb  8 2019 10:00PM,HLI only,Feb  7 2019 10:28AM,57376a27-2271-4ede-a592-b12f15810a1c
Sockeye salmon,Summer,Interior Columbia,"Salmon, sockeye (Snake River ESU)",Stanley Basin,54,220,Redfish Lake,Redfish Lake - summer Sockeye salmon,"Salmon, sockeye (Snake River ESU) Redfish Lake - summer",,,Portion,Estimate includes most of population,"Redfish Lake Creek, RKM = 3",RLCTRP,1998,Idaho Department of Fish and Game,1,Yes,2799,,,,,,,,,,,,,,,,,,,,Captive reared and anadromous adult Snake River sockeye salmon monitoring and evaluation (2007-402-00),https://www.monitoringresources.org/Document/Protocol/Details/1913,https://www.monitoringresources.org/Document/Protocol/DownloadDescription/1913,none,,,No,Final,Feb  5 2019 12:00AM,Biologist workbook on shared network,Eric,Johnson,208-939-6713,eric.johnson@idfg.idaho.gov,,IDFG,,,IDFG Streamnet,,6cc7543b-070f-4356-9a36-20e17d0598c8,Yes,Dec 27 2016  3:30PM,Feb  7 2019 10:28AM,Feb  7 2019 10:28AM,Feb  8 2019 10:00PM,HLI only,Feb  7 2019 10:28AM,6cc7543b-070f-4356-9a36-20e17d0598c8
Sockeye salmon,Summer,Interior Columbia,"Salmon, sockeye (Snake River ESU)",Stanley Basin,54,220,Redfish Lake,Redfish Lake - summer Sockeye salmon,"Salmon, sockeye (Snake River ESU) Redfish Lake - summer",,,Portion,Estimate includes most of population,"Redfish Lake Creek, RKM = 3",RLCTRP,1997,Idaho Department of Fish and Game,1,Yes,304,,,,,,,,,,,,,,,,,,,,Captive reared and anadromous adult Snake River sockeye salmon monitoring and evaluation (2007-402-00),https://www.monitoringresources.org/Document/Protocol/Details/1913,https://www.monitoringresources.org/Document/Protocol/DownloadDescription/1913,none,,,No,Final,Feb  5 2019 12:00AM,Biologist workbook on shared network,Eric,Johnson,208-939-6713,eric.johnson@idfg.idaho.gov,,IDFG,,,IDFG Streamnet,,dca2aefc-61fc-4076-aa85-6829e33876bb,Yes,Dec 27 2016  3:30PM,Feb  7 2019 10:28AM,Feb  7 2019 10:28AM,Feb  8 2019 10:00PM,HLI only,Feb  7 2019 10:28AM,dca2aefc-61fc-4076-aa85-6829e33876bb
Sockeye salmon,Summer,Interior Columbia,"Salmon, sockeye (Snake River ESU)",Stanley Basin,54,220,Redfish Lake,Redfish Lake - summer Sockeye salmon,"Salmon, sockeye (Snake River ESU) Redfish Lake - summer",,,Portion,Estimate includes most of population,"Redfish Lake Creek, RKM = 3",RLCTRP,1996,Idaho Department of Fish and Game,1,Yes,923,,,,,,,,,,,,,,,,,,,,Captive reared and anadromous adult Snake River sockeye salmon monitoring and evaluation (2007-402-00),https://www.monitoringresources.org/Document/Protocol/Details/1913,https://www.monitoringresources.org/Document/Protocol/DownloadDescription/1913,none,,,No,Final,Feb  5 2019 12:00AM,Biologist workbook on shared network,Eric,Johnson,208-939-6713,eric.johnson@idfg.idaho.gov,,IDFG,,,IDFG Streamnet,,318003f5-e78d-407b-a123-21bc9f50d210,Yes,Dec 27 2016  3:30PM,Feb  7 2019 10:28AM,Feb  7 2019 10:28AM,Feb  8 2019 10:00PM,HLI only,Feb  7 2019 10:28AM,318003f5-e78d-407b-a123-21bc9f50d210
