COMMONNAME,RUN,RECOVERYDOMAIN,ESU_DPS,MAJORPOPGROUP,POPID,NMFS_POPID,LOCATIONNAME,POPULATIONNAME,ESAPOPNAME,CBFWAPOPNAME,COMMONPOPNAME,POPFIT,POPFITNOTES,SMOLTLOCATION,SMOLTDEF,SMOLTLOCPTCODE,ADULTLOCATION,SMOLTTOADULTLOCS,SARTYPE,SCOPEOFINFERENCE,OUTMIGRATIONYEAR,TRTMETHOD,CONTACTAGY,CONTACTAGENCY,METHODNUMBER,BESTVALUE,SAR,SARLOWERLIMIT,SARUPPERLIMIT,SARALPHA,RETURNSMISSING,RETURNSMISSINGEXPLANATION,REARINGTYPE,TSO,TSOLOWERLIMIT,TSOUPPERLIMIT,TSOALPHA,TAR,TARLOWERLIMIT,TARUPPERLIMIT,TARALPHA,RETURNDEF,HARVESTADJ,OCEANHARVEST,MAINSTEMHARVEST,TRIBHARVEST,BROODSTOCKREMOVED,PROTMETHNAME,PROTMETHURL,PROTMETHDOCUMENTATION,METHODADJUSTMENTS,OTHERDATASOURCES,COMMENTS,NULLRECORD,DATASTATUS,LASTUPDATED,INDICATORLOCATION,METRICLOCATION,MEASURELOCATION,CONTACTPERSONFIRST,CONTACTPERSONLAST,CONTACTPHONE,CONTACTEMAIL,METACOMMENTS,SUBMITAGENCY,REFID,UPDDATE,DATAENTRY,DATAENTRYNOTES,COMPILERRECORDID,PUBLISH,SNLOADDATE,VALIDATIONDATE,LASTMODIFIEDDATE,DOWNLOADDATE,DISPLAYNOTE,HLI_LASTUPDATED,ID
Chinook salmon,Spring,Interior Columbia,"Salmon, Chinook (Snake River spring/summer-run ESU)",Grande Ronde/Imnaha,1006,,Grande Ronde Basin {SuperPopulation},Grande Ronde Basin wild spring Chinook salmon,"Salmon, Chinook (Snake River spring/summer-run ESU) Grande Ronde Basin wild spring Chinook {SuperPopulation}",,,Multiple,"Due to the nature of mainstem SAR estimation, this SAR was calculated using marked fish from more than one population.",Lower Granite Dam,Smolts outmigrating past a point,LGR,Bonneville Dam,From Lower Granite Dam to Bonneville Dam,Excluding jacks,,2009,No,FPC,Fish Passage Center,1,Yes,2.77,2.25,3.32,0.1,,,Natural,2781,,,,,,,,Returns to a dam,Not adjusted,,,,,,http://www.fpc.org/documents/CSS/DRAFT2018CSSReportv1-1.pdf,,,"Data provided to FPC by USFWS, NPT, CTWSRO, CCT, SBT, CRITFC, IDFG, ODFW, WDFW, PSMFC, and others for the BPA-funded Comparative Survival Study.","Data extracted 12/24/2018 from Fish Passage Center (http://www.fpc.org).  If you contact FPC with questions, be sure to inform them that you obtained these data via the Coordinated Assessments query system.",No,Final,,http://www.fpc.org/,http://www.fpc.org/,,Michele,DeHart  [But see Comments.],503-833-3900,mdehart@fpc.org,,PSMFC,,Dec 24 2018 10:45AM,Data downloaded from Fish Passage Center.,,1006 LGR_to_BOA 2009 w/o jacks,Yes,Dec 24 2018 11:18AM,Dec 24 2018 11:18AM,Dec 24 2018  6:55PM,Feb  8 2019 10:00PM,Metrics,,99CE1719-3946-4732-8D98-C5D6728DF93D
Chinook salmon,Spring,Interior Columbia,"Salmon, Chinook (Snake River spring/summer-run ESU)",Grande Ronde/Imnaha,1006,,Grande Ronde Basin {SuperPopulation},Grande Ronde Basin wild spring Chinook salmon,"Salmon, Chinook (Snake River spring/summer-run ESU) Grande Ronde Basin wild spring Chinook {SuperPopulation}",,,Multiple,"Due to the nature of mainstem SAR estimation, this SAR was calculated using marked fish from more than one population.",Lower Granite Dam,Smolts outmigrating past a point,LGR,Bonneville Dam,From Lower Granite Dam to Bonneville Dam,Including jacks,,2009,No,FPC,Fish Passage Center,1,Yes,2.84,2.3,3.4,0.1,,,Natural,2781,,,,,,,,Returns to a dam,Not adjusted,,,,,,http://www.fpc.org/documents/CSS/DRAFT2018CSSReportv1-1.pdf,,,"Data provided to FPC by USFWS, NPT, CTWSRO, CCT, SBT, CRITFC, IDFG, ODFW, WDFW, PSMFC, and others for the BPA-funded Comparative Survival Study.","Data extracted 12/24/2018 from Fish Passage Center (http://www.fpc.org).  If you contact FPC with questions, be sure to inform them that you obtained these data via the Coordinated Assessments query system.",No,Final,,http://www.fpc.org/,http://www.fpc.org/,,Michele,DeHart  [But see Comments.],503-833-3900,mdehart@fpc.org,,PSMFC,,Dec 24 2018 10:45AM,Data downloaded from Fish Passage Center.,,1006 LGR_to_BOA 2009 w/ jacks,Yes,Dec 24 2018 11:11AM,Dec 24 2018 11:11AM,Dec 24 2018  6:55PM,Feb  8 2019 10:00PM,Metrics,,A33F6477-7AF1-424F-9E58-2644D5E5C201
Chinook salmon,Spring,Interior Columbia,"Salmon, Chinook (Snake River spring/summer-run ESU)",Grande Ronde/Imnaha,1006,,Grande Ronde Basin {SuperPopulation},Grande Ronde Basin wild spring Chinook salmon,"Salmon, Chinook (Snake River spring/summer-run ESU) Grande Ronde Basin wild spring Chinook {SuperPopulation}",,,Multiple,"Due to the nature of mainstem SAR estimation, this SAR was calculated using marked fish from more than one population.",Lower Granite Dam,Smolts outmigrating past a point,LGR,Lower Granite Dam,From Lower Granite Dam to Lower Granite Dam,Excluding jacks,,2009,No,FPC,Fish Passage Center,1,Yes,2.16,1.69,2.65,0.1,,,Natural,2781,,,,,,,,Returns to a dam,Not adjusted,,,,,,http://www.fpc.org/documents/CSS/DRAFT2018CSSReportv1-1.pdf,,,"Data provided to FPC by USFWS, NPT, CTWSRO, CCT, SBT, CRITFC, IDFG, ODFW, WDFW, PSMFC, and others for the BPA-funded Comparative Survival Study.","Data extracted 12/24/2018 from Fish Passage Center (http://www.fpc.org).  If you contact FPC with questions, be sure to inform them that you obtained these data via the Coordinated Assessments query system.",No,Final,,http://www.fpc.org/,http://www.fpc.org/,,Michele,DeHart  [But see Comments.],503-833-3900,mdehart@fpc.org,,PSMFC,,Dec 24 2018 10:45AM,Data downloaded from Fish Passage Center.,,1006 LGR_to_GRA 2009 w/o jacks,Yes,Dec 24 2018 11:18AM,Dec 24 2018 11:18AM,Dec 24 2018  6:55PM,Feb  8 2019 10:00PM,Metrics,,CA1D4791-5CA5-4C23-ABBA-64FAB66B581D
Chinook salmon,Spring,Interior Columbia,"Salmon, Chinook (Snake River spring/summer-run ESU)",Grande Ronde/Imnaha,1006,,Grande Ronde Basin {SuperPopulation},Grande Ronde Basin wild spring Chinook salmon,"Salmon, Chinook (Snake River spring/summer-run ESU) Grande Ronde Basin wild spring Chinook {SuperPopulation}",,,Multiple,"Due to the nature of mainstem SAR estimation, this SAR was calculated using marked fish from more than one population.",Lower Granite Dam,Smolts outmigrating past a point,LGR,Bonneville Dam,From Lower Granite Dam to Bonneville Dam,Excluding jacks,,2008,No,FPC,Fish Passage Center,1,Yes,3.82,3.16,4.51,0.1,,,Natural,2382,,,,,,,,Returns to a dam,Not adjusted,,,,,,http://www.fpc.org/documents/CSS/DRAFT2018CSSReportv1-1.pdf,,,"Data provided to FPC by USFWS, NPT, CTWSRO, CCT, SBT, CRITFC, IDFG, ODFW, WDFW, PSMFC, and others for the BPA-funded Comparative Survival Study.","Data extracted 12/24/2018 from Fish Passage Center (http://www.fpc.org).  If you contact FPC with questions, be sure to inform them that you obtained these data via the Coordinated Assessments query system.",No,Final,,http://www.fpc.org/,http://www.fpc.org/,,Michele,DeHart  [But see Comments.],503-833-3900,mdehart@fpc.org,,PSMFC,,Dec 24 2018 10:45AM,Data downloaded from Fish Passage Center.,,1006 LGR_to_BOA 2008 w/o jacks,Yes,Dec 24 2018 11:18AM,Dec 24 2018 11:18AM,Dec 24 2018  6:55PM,Feb  8 2019 10:00PM,Metrics,,F06C3648-E657-47A9-8711-1A27E10394F2
Chinook salmon,Spring,Interior Columbia,"Salmon, Chinook (Snake River spring/summer-run ESU)",Grande Ronde/Imnaha,1006,,Grande Ronde Basin {SuperPopulation},Grande Ronde Basin wild spring Chinook salmon,"Salmon, Chinook (Snake River spring/summer-run ESU) Grande Ronde Basin wild spring Chinook {SuperPopulation}",,,Multiple,"Due to the nature of mainstem SAR estimation, this SAR was calculated using marked fish from more than one population.",Lower Granite Dam,Smolts outmigrating past a point,LGR,Lower Granite Dam,From Lower Granite Dam to Lower Granite Dam,Including jacks,,2008,No,FPC,Fish Passage Center,1,Yes,3.32,2.74,3.94,0.1,,,Natural,2382,,,,,,,,Returns to a dam,Not adjusted,,,,,,http://www.fpc.org/documents/CSS/DRAFT2018CSSReportv1-1.pdf,,,"Data provided to FPC by USFWS, NPT, CTWSRO, CCT, SBT, CRITFC, IDFG, ODFW, WDFW, PSMFC, and others for the BPA-funded Comparative Survival Study.","Data extracted 12/24/2018 from Fish Passage Center (http://www.fpc.org).  If you contact FPC with questions, be sure to inform them that you obtained these data via the Coordinated Assessments query system.",No,Final,,http://www.fpc.org/,http://www.fpc.org/,,Michele,DeHart  [But see Comments.],503-833-3900,mdehart@fpc.org,,PSMFC,,Dec 24 2018 10:45AM,Data downloaded from Fish Passage Center.,,1006 LGR_to_GRA 2008 w/ jacks,Yes,Dec 24 2018 11:11AM,Dec 24 2018 11:11AM,Dec 24 2018  6:55PM,Feb  8 2019 10:00PM,Metrics,,036AB11E-F28D-40B8-95D1-71F82C182C6C
Chinook salmon,Spring,Interior Columbia,"Salmon, Chinook (Snake River spring/summer-run ESU)",Grande Ronde/Imnaha,1006,,Grande Ronde Basin {SuperPopulation},Grande Ronde Basin wild spring Chinook salmon,"Salmon, Chinook (Snake River spring/summer-run ESU) Grande Ronde Basin wild spring Chinook {SuperPopulation}",,,Multiple,"Due to the nature of mainstem SAR estimation, this SAR was calculated using marked fish from more than one population.",Lower Granite Dam,Smolts outmigrating past a point,LGR,Bonneville Dam,From Lower Granite Dam to Bonneville Dam,Including jacks,,2008,No,FPC,Fish Passage Center,1,Yes,4.2,3.52,4.88,0.1,,,Natural,2382,,,,,,,,Returns to a dam,Not adjusted,,,,,,http://www.fpc.org/documents/CSS/DRAFT2018CSSReportv1-1.pdf,,,"Data provided to FPC by USFWS, NPT, CTWSRO, CCT, SBT, CRITFC, IDFG, ODFW, WDFW, PSMFC, and others for the BPA-funded Comparative Survival Study.","Data extracted 12/24/2018 from Fish Passage Center (http://www.fpc.org).  If you contact FPC with questions, be sure to inform them that you obtained these data via the Coordinated Assessments query system.",No,Final,,http://www.fpc.org/,http://www.fpc.org/,,Michele,DeHart  [But see Comments.],503-833-3900,mdehart@fpc.org,,PSMFC,,Dec 24 2018 10:45AM,Data downloaded from Fish Passage Center.,,1006 LGR_to_BOA 2008 w/ jacks,Yes,Dec 24 2018 11:11AM,Dec 24 2018 11:11AM,Dec 24 2018  6:55PM,Feb  8 2019 10:00PM,Metrics,,406E83AF-8867-4337-A88F-24DA3F86C87A
Chinook salmon,Spring,Interior Columbia,"Salmon, Chinook (Snake River spring/summer-run ESU)",Grande Ronde/Imnaha,1006,,Grande Ronde Basin {SuperPopulation},Grande Ronde Basin wild spring Chinook salmon,"Salmon, Chinook (Snake River spring/summer-run ESU) Grande Ronde Basin wild spring Chinook {SuperPopulation}",,,Multiple,"Due to the nature of mainstem SAR estimation, this SAR was calculated using marked fish from more than one population.",Lower Granite Dam,Smolts outmigrating past a point,LGR,Lower Granite Dam,From Lower Granite Dam to Lower Granite Dam,Excluding jacks,,2008,No,FPC,Fish Passage Center,1,Yes,2.94,2.41,3.56,0.1,,,Natural,2382,,,,,,,,Returns to a dam,Not adjusted,,,,,,http://www.fpc.org/documents/CSS/DRAFT2018CSSReportv1-1.pdf,,,"Data provided to FPC by USFWS, NPT, CTWSRO, CCT, SBT, CRITFC, IDFG, ODFW, WDFW, PSMFC, and others for the BPA-funded Comparative Survival Study.","Data extracted 12/24/2018 from Fish Passage Center (http://www.fpc.org).  If you contact FPC with questions, be sure to inform them that you obtained these data via the Coordinated Assessments query system.",No,Final,,http://www.fpc.org/,http://www.fpc.org/,,Michele,DeHart  [But see Comments.],503-833-3900,mdehart@fpc.org,,PSMFC,,Dec 24 2018 10:45AM,Data downloaded from Fish Passage Center.,,1006 LGR_to_GRA 2008 w/o jacks,Yes,Dec 24 2018 11:18AM,Dec 24 2018 11:18AM,Dec 24 2018  6:55PM,Feb  8 2019 10:00PM,Metrics,,31721A97-F218-42E6-97C0-D483E3550D32
Chinook salmon,Spring,Interior Columbia,"Salmon, Chinook (Snake River spring/summer-run ESU)",Grande Ronde/Imnaha,1006,,Grande Ronde Basin {SuperPopulation},Grande Ronde Basin wild spring Chinook salmon,"Salmon, Chinook (Snake River spring/summer-run ESU) Grande Ronde Basin wild spring Chinook {SuperPopulation}",,,Multiple,"Due to the nature of mainstem SAR estimation, this SAR was calculated using marked fish from more than one population.",Lower Granite Dam,Smolts outmigrating past a point,LGR,Lower Granite Dam,From Lower Granite Dam to Lower Granite Dam,Excluding jacks,,2007,No,FPC,Fish Passage Center,1,Yes,1.16,0.8,1.51,0.1,,,Natural,2672,,,,,,,,Returns to a dam,Not adjusted,,,,,,http://www.fpc.org/documents/CSS/DRAFT2018CSSReportv1-1.pdf,,,"Data provided to FPC by USFWS, NPT, CTWSRO, CCT, SBT, CRITFC, IDFG, ODFW, WDFW, PSMFC, and others for the BPA-funded Comparative Survival Study.","Data extracted 12/24/2018 from Fish Passage Center (http://www.fpc.org).  If you contact FPC with questions, be sure to inform them that you obtained these data via the Coordinated Assessments query system.",No,Final,,http://www.fpc.org/,http://www.fpc.org/,,Michele,DeHart  [But see Comments.],503-833-3900,mdehart@fpc.org,,PSMFC,,Dec 24 2018 10:45AM,Data downloaded from Fish Passage Center.,,1006 LGR_to_GRA 2007 w/o jacks,Yes,Dec 24 2018 11:18AM,Dec 24 2018 11:18AM,Dec 24 2018  6:55PM,Feb  8 2019 10:00PM,Metrics,,7109C0A5-9417-46FE-8932-BF0453063FF7
Chinook salmon,Spring,Interior Columbia,"Salmon, Chinook (Snake River spring/summer-run ESU)",Grande Ronde/Imnaha,1006,,Grande Ronde Basin {SuperPopulation},Grande Ronde Basin wild spring Chinook salmon,"Salmon, Chinook (Snake River spring/summer-run ESU) Grande Ronde Basin wild spring Chinook {SuperPopulation}",,,Multiple,"Due to the nature of mainstem SAR estimation, this SAR was calculated using marked fish from more than one population.",Lower Granite Dam,Smolts outmigrating past a point,LGR,Bonneville Dam,From Lower Granite Dam to Bonneville Dam,Excluding jacks,,2007,No,FPC,Fish Passage Center,1,Yes,1.5,1.11,1.89,0.1,,,Natural,2672,,,,,,,,Returns to a dam,Not adjusted,,,,,,http://www.fpc.org/documents/CSS/DRAFT2018CSSReportv1-1.pdf,,,"Data provided to FPC by USFWS, NPT, CTWSRO, CCT, SBT, CRITFC, IDFG, ODFW, WDFW, PSMFC, and others for the BPA-funded Comparative Survival Study.","Data extracted 12/24/2018 from Fish Passage Center (http://www.fpc.org).  If you contact FPC with questions, be sure to inform them that you obtained these data via the Coordinated Assessments query system.",No,Final,,http://www.fpc.org/,http://www.fpc.org/,,Michele,DeHart  [But see Comments.],503-833-3900,mdehart@fpc.org,,PSMFC,,Dec 24 2018 10:45AM,Data downloaded from Fish Passage Center.,,1006 LGR_to_BOA 2007 w/o jacks,Yes,Dec 24 2018 11:18AM,Dec 24 2018 11:18AM,Dec 24 2018  6:55PM,Feb  8 2019 10:00PM,Metrics,,7F0E7F78-AE0E-4465-8782-D4AA9D9F22E0
Chinook salmon,Spring,Interior Columbia,"Salmon, Chinook (Snake River spring/summer-run ESU)",Grande Ronde/Imnaha,1006,,Grande Ronde Basin {SuperPopulation},Grande Ronde Basin wild spring Chinook salmon,"Salmon, Chinook (Snake River spring/summer-run ESU) Grande Ronde Basin wild spring Chinook {SuperPopulation}",,,Multiple,"Due to the nature of mainstem SAR estimation, this SAR was calculated using marked fish from more than one population.",Lower Granite Dam,Smolts outmigrating past a point,LGR,Lower Granite Dam,From Lower Granite Dam to Lower Granite Dam,Including jacks,,2007,No,FPC,Fish Passage Center,1,Yes,1.38,0.99,1.77,0.1,,,Natural,2672,,,,,,,,Returns to a dam,Not adjusted,,,,,,http://www.fpc.org/documents/CSS/DRAFT2018CSSReportv1-1.pdf,,,"Data provided to FPC by USFWS, NPT, CTWSRO, CCT, SBT, CRITFC, IDFG, ODFW, WDFW, PSMFC, and others for the BPA-funded Comparative Survival Study.","Data extracted 12/24/2018 from Fish Passage Center (http://www.fpc.org).  If you contact FPC with questions, be sure to inform them that you obtained these data via the Coordinated Assessments query system.",No,Final,,http://www.fpc.org/,http://www.fpc.org/,,Michele,DeHart  [But see Comments.],503-833-3900,mdehart@fpc.org,,PSMFC,,Dec 24 2018 10:45AM,Data downloaded from Fish Passage Center.,,1006 LGR_to_GRA 2007 w/ jacks,Yes,Dec 24 2018 11:11AM,Dec 24 2018 11:11AM,Dec 24 2018  6:55PM,Feb  8 2019 10:00PM,Metrics,,59DCAC2A-4A45-43DB-A503-D3E29C45D0CD
Chinook salmon,Spring,Interior Columbia,"Salmon, Chinook (Snake River spring/summer-run ESU)",Grande Ronde/Imnaha,1006,,Grande Ronde Basin {SuperPopulation},Grande Ronde Basin wild spring Chinook salmon,"Salmon, Chinook (Snake River spring/summer-run ESU) Grande Ronde Basin wild spring Chinook {SuperPopulation}",,,Multiple,"Due to the nature of mainstem SAR estimation, this SAR was calculated using marked fish from more than one population.",Lower Granite Dam,Smolts outmigrating past a point,LGR,Bonneville Dam,From Lower Granite Dam to Bonneville Dam,Including jacks,,2007,No,FPC,Fish Passage Center,1,Yes,1.72,1.31,2.16,0.1,,,Natural,2672,,,,,,,,Returns to a dam,Not adjusted,,,,,,http://www.fpc.org/documents/CSS/DRAFT2018CSSReportv1-1.pdf,,,"Data provided to FPC by USFWS, NPT, CTWSRO, CCT, SBT, CRITFC, IDFG, ODFW, WDFW, PSMFC, and others for the BPA-funded Comparative Survival Study.","Data extracted 12/24/2018 from Fish Passage Center (http://www.fpc.org).  If you contact FPC with questions, be sure to inform them that you obtained these data via the Coordinated Assessments query system.",No,Final,,http://www.fpc.org/,http://www.fpc.org/,,Michele,DeHart  [But see Comments.],503-833-3900,mdehart@fpc.org,,PSMFC,,Dec 24 2018 10:45AM,Data downloaded from Fish Passage Center.,,1006 LGR_to_BOA 2007 w/ jacks,Yes,Dec 24 2018 11:11AM,Dec 24 2018 11:11AM,Dec 24 2018  6:55PM,Feb  8 2019 10:00PM,Metrics,,E0A180A9-9260-4706-8A99-A36EAA706CD2
Chinook salmon,Spring,Interior Columbia,"Salmon, Chinook (Snake River spring/summer-run ESU)",Grande Ronde/Imnaha,1006,,Grande Ronde Basin {SuperPopulation},Grande Ronde Basin wild spring Chinook salmon,"Salmon, Chinook (Snake River spring/summer-run ESU) Grande Ronde Basin wild spring Chinook {SuperPopulation}",,,Multiple,"Due to the nature of mainstem SAR estimation, this SAR was calculated using marked fish from more than one population.",Lower Granite Dam,Smolts outmigrating past a point,LGR,Bonneville Dam,From Lower Granite Dam to Bonneville Dam,Including jacks,,2006,No,FPC,Fish Passage Center,1,Yes,1.12,0.82,1.42,0.1,,,Natural,3469,,,,,,,,Returns to a dam,Not adjusted,,,,,,http://www.fpc.org/documents/CSS/DRAFT2018CSSReportv1-1.pdf,,,"Data provided to FPC by USFWS, NPT, CTWSRO, CCT, SBT, CRITFC, IDFG, ODFW, WDFW, PSMFC, and others for the BPA-funded Comparative Survival Study.","Data extracted 12/24/2018 from Fish Passage Center (http://www.fpc.org).  If you contact FPC with questions, be sure to inform them that you obtained these data via the Coordinated Assessments query system.",No,Final,,http://www.fpc.org/,http://www.fpc.org/,,Michele,DeHart  [But see Comments.],503-833-3900,mdehart@fpc.org,,PSMFC,,Dec 24 2018 10:45AM,Data downloaded from Fish Passage Center.,,1006 LGR_to_BOA 2006 w/ jacks,Yes,Dec 24 2018 11:11AM,Dec 24 2018 11:11AM,Dec 24 2018  6:55PM,Feb  8 2019 10:00PM,Metrics,,C4091FD8-D8A8-4CF0-AD85-3EC93AADF49A
Chinook salmon,Spring,Interior Columbia,"Salmon, Chinook (Snake River spring/summer-run ESU)",Grande Ronde/Imnaha,1006,,Grande Ronde Basin {SuperPopulation},Grande Ronde Basin wild spring Chinook salmon,"Salmon, Chinook (Snake River spring/summer-run ESU) Grande Ronde Basin wild spring Chinook {SuperPopulation}",,,Multiple,"Due to the nature of mainstem SAR estimation, this SAR was calculated using marked fish from more than one population.",Lower Granite Dam,Smolts outmigrating past a point,LGR,Bonneville Dam,From Lower Granite Dam to Bonneville Dam,Excluding jacks,,2006,No,FPC,Fish Passage Center,1,Yes,1.07,0.8,1.36,0.1,,,Natural,3469,,,,,,,,Returns to a dam,Not adjusted,,,,,,http://www.fpc.org/documents/CSS/DRAFT2018CSSReportv1-1.pdf,,,"Data provided to FPC by USFWS, NPT, CTWSRO, CCT, SBT, CRITFC, IDFG, ODFW, WDFW, PSMFC, and others for the BPA-funded Comparative Survival Study.","Data extracted 12/24/2018 from Fish Passage Center (http://www.fpc.org).  If you contact FPC with questions, be sure to inform them that you obtained these data via the Coordinated Assessments query system.",No,Final,,http://www.fpc.org/,http://www.fpc.org/,,Michele,DeHart  [But see Comments.],503-833-3900,mdehart@fpc.org,,PSMFC,,Dec 24 2018 10:45AM,Data downloaded from Fish Passage Center.,,1006 LGR_to_BOA 2006 w/o jacks,Yes,Dec 24 2018 11:18AM,Dec 24 2018 11:18AM,Dec 24 2018  6:55PM,Feb  8 2019 10:00PM,Metrics,,BD9C1D6B-B714-42EF-94CB-FF836216633F
Chinook salmon,Spring,Interior Columbia,"Salmon, Chinook (Snake River spring/summer-run ESU)",Grande Ronde/Imnaha,1006,,Grande Ronde Basin {SuperPopulation},Grande Ronde Basin wild spring Chinook salmon,"Salmon, Chinook (Snake River spring/summer-run ESU) Grande Ronde Basin wild spring Chinook {SuperPopulation}",,,Multiple,"Due to the nature of mainstem SAR estimation, this SAR was calculated using marked fish from more than one population.",Lower Granite Dam,Smolts outmigrating past a point,LGR,Lower Granite Dam,From Lower Granite Dam to Lower Granite Dam,Excluding jacks,,2006,No,FPC,Fish Passage Center,1,Yes,0.89,0.65,1.18,0.1,,,Natural,3469,,,,,,,,Returns to a dam,Not adjusted,,,,,,http://www.fpc.org/documents/CSS/DRAFT2018CSSReportv1-1.pdf,,,"Data provided to FPC by USFWS, NPT, CTWSRO, CCT, SBT, CRITFC, IDFG, ODFW, WDFW, PSMFC, and others for the BPA-funded Comparative Survival Study.","Data extracted 12/24/2018 from Fish Passage Center (http://www.fpc.org).  If you contact FPC with questions, be sure to inform them that you obtained these data via the Coordinated Assessments query system.",No,Final,,http://www.fpc.org/,http://www.fpc.org/,,Michele,DeHart  [But see Comments.],503-833-3900,mdehart@fpc.org,,PSMFC,,Dec 24 2018 10:45AM,Data downloaded from Fish Passage Center.,,1006 LGR_to_GRA 2006 w/o jacks,Yes,Dec 24 2018 11:18AM,Dec 24 2018 11:18AM,Dec 24 2018  6:55PM,Feb  8 2019 10:00PM,Metrics,,0101C126-A008-48C3-A7FB-231BD9D22F0D
Chinook salmon,Spring,Interior Columbia,"Salmon, Chinook (Snake River spring/summer-run ESU)",Grande Ronde/Imnaha,1006,,Grande Ronde Basin {SuperPopulation},Grande Ronde Basin wild spring Chinook salmon,"Salmon, Chinook (Snake River spring/summer-run ESU) Grande Ronde Basin wild spring Chinook {SuperPopulation}",,,Multiple,"Due to the nature of mainstem SAR estimation, this SAR was calculated using marked fish from more than one population.",Lower Granite Dam,Smolts outmigrating past a point,LGR,Lower Granite Dam,From Lower Granite Dam to Lower Granite Dam,Including jacks,,2006,No,FPC,Fish Passage Center,1,Yes,0.95,0.68,1.24,0.1,,,Natural,3469,,,,,,,,Returns to a dam,Not adjusted,,,,,,http://www.fpc.org/documents/CSS/DRAFT2018CSSReportv1-1.pdf,,,"Data provided to FPC by USFWS, NPT, CTWSRO, CCT, SBT, CRITFC, IDFG, ODFW, WDFW, PSMFC, and others for the BPA-funded Comparative Survival Study.","Data extracted 12/24/2018 from Fish Passage Center (http://www.fpc.org).  If you contact FPC with questions, be sure to inform them that you obtained these data via the Coordinated Assessments query system.",No,Final,,http://www.fpc.org/,http://www.fpc.org/,,Michele,DeHart  [But see Comments.],503-833-3900,mdehart@fpc.org,,PSMFC,,Dec 24 2018 10:45AM,Data downloaded from Fish Passage Center.,,1006 LGR_to_GRA 2006 w/ jacks,Yes,Dec 24 2018 11:11AM,Dec 24 2018 11:11AM,Dec 24 2018  6:55PM,Feb  8 2019 10:00PM,Metrics,,079122A3-9EA7-4291-A4B6-864CBA59AA31
Chinook salmon,Spring,Interior Columbia,"Salmon, Chinook (Snake River spring/summer-run ESU)",Grande Ronde/Imnaha,8,66,Grande Ronde River Upper Mainstem,Grande Ronde River Upper Mainstem - spring Chinook salmon,"Salmon, Chinook (Snake River spring/summer-run ESU) Grande Ronde River Upper Mainstem - spring",Upper Grande Ronde Spring Chinook,Upper Grande Ronde spring Chinook,Same,,Grande Ronde Upper Mainstem,Juveniles leaving population boundary,,Grande Ronde Upper Mainstem,From Grande Ronde Upper Mainstem to Grande Ronde Upper Mainstem,Including jacks,"Salmon, Chinook (Snake River spring/summer-run ESU) Grande Ronde River Upper Mainstem - spring",2013,Yes,ODFW,Oregon Department of Fish and Wildlife,1,Yes,1.921987,,,,No,,Natural,19043,,,,366,,,,Returns to population boundary,Tributaries,,,2,43,DRAFT: Viable Salmonid Population Abundance and Productivity Field and Analysis Methods for Natural Origin Chinook populations in the Snake River Spring/Summer Chinook ESU of Northeast Oregon from 1967 to 2015,https://nrimp.dfw.state.or.us/DataClearinghouse/default.aspx?p=202&XMLname=1151.xml,,,Confederated Tribes of the Umatilla Indian Reservation,"Smolts estimated as equivelants and trapped at multiple locations and times, see methods for details.",No,Draft,May  8 2018 12:00AM,,,Smolt trap counts and weir counts located at http://snq.streamnet.org/,Kasey,Bliesner,(541) 962-3958,kasey.bliesner@state.or.us,ODFW reserves the right to review and revise the data at any time.,ODFW,,Jan 23 2019 12:00AM,Jake Chambers,Eastern Oregon Fish Research,30119060319,Yes,Aug 24 2018 10:34AM,Jan 24 2019 12:19PM,Jan 24 2019 12:19PM,Feb  8 2019 10:00PM,Metrics,Jan 24 2019 12:19PM,6DFA8661-B9B5-4F72-948D-EFF81C8503C8
